dnaSampleID,Site,Date,Type,Source,aquMicrobeType,MetaSample,WQGroup,WatershedArea,Latitude,Longitude,Elevation,NLCD_11,NLCD_12,NLCD_2,NLCD_31,NLCD_4,NLCD_5,NLCD_7,NLCD_81,NLCD_82,NLCD_90,NLCD_95,NRCS_ALF,NRCS_ARI,NRCS_AND,NRCS_ENT,NRCS_GEL,NRCS_HIS,NRCS_INC,NRCS_MOL,NRCS_OXI,NRCS_SPO,NRCS_ULT,NRCS_VER,NRCS_WATER,SW_PARavg,SW_TempAvg,SW_SpCondAvg,SW_DOAvg,SW_DOSatAvg,SW_pHAvg,SW_TurbAvg,SW_Qavg,SW_Runoffavg,SW_Alkalinity,SW_Br,SW_Ca,SW_Cl,SW_CO3,SW_DIC,SW_DOC,SW_F,SW_Fe,SW_HCO3,SW_K,SW_Mg,SW_Mn,SW_Na,SW_NH4,SW_NO3NO2,SW_OrthoP,SW_Si,SW_SO4,SW_TDN,SW_TDP,SW_TDS,SW_TN,SW_TOC,SW_TP,SW_TPC,SW_TSS,SW_UVAbsorbance_280nm,SW_UVAbsorbance_254nm,Sed_Perc2mmSieve,Sed_Al,Sed_Alkalinity,Sed_Ba,Sed_Be,Sed_Ca,Sed_Cd,Sed_PercClay,Sed_CO3,Sed_Conductivity,Sed_Cr,Sed_Cu,Sed_Fe,Sed_HCO3,Sed_Hg,Sed_K,Sed_Mg,Sed_Mn,Sed_Mo,Sed_Na,Sed_NH4,Sed_Ni,Sed_NO3NO2,Sed_OH,Sed_Pb,Sed_PercSolids,Sed_pH,Sed_PercSand,Sed_Sb,Sed_PercSilt,Sed_Sn,Sed_TC,Sed_Ti,Sed_TN,Sed_TP,Sed_TOC,Sed_Zn
PRIN.20190220.EPILITHON.2.DNA-DNA1,PRIN,2/20/19,Stream,Benthic,epilithon,0,6,48.8866,33.37842329,-97.78139992,252,0.0449,0,4.1045,0.021,16.7183,0.7422,71.9853,6.0878,0.2961,0,0,93.299422,0,0,6.320971,0,0,0.122136,0.06313994,0,0,0,0.166215,0.02811606,162.09,6.55,890.23,12.42,102.26,7.98,2.23,53.76,0.1,5.75,0.005,99.806,92.49,0.005,77.8,2.868,1.778,0.001,345.62,2.355,17.26,0.001,65.4,0.085,0.256,0.352,9.35,45.75,0.451,0.001,657.43,0.446,3.032,0.245,896,4,0.0621,0.0449,96.03,1014.3,14.08,12.25,0.07,3393,0.06,2.76,1.1,0.54,2.55,0.6,2015,14.08,3.08,204,181,60.01,1,20,0.51,1.21,0.56,1.1,1.41,80.98,7.82,94.25,0.1,3.01,3.7,0.4,17.71,0.01,31,0.23,2.9
PRIN.20190220.EPILITHON.3.DNA-DNA1,PRIN,2/20/19,Stream,Benthic,epilithon,0,6,48.8866,33.37842329,-97.78139992,252,0.0449,0,4.1045,0.021,16.7183,0.7422,71.9853,6.0878,0.2961,0,0,93.299422,0,0,6.320971,0,0,0.122136,0.06313994,0,0,0,0.166215,0.02811606,162.09,6.55,890.23,12.42,102.26,7.98,2.23,53.76,0.1,5.75,0.005,99.806,92.49,0.005,77.8,2.868,1.778,0.001,345.62,2.355,17.26,0.001,65.4,0.085,0.256,0.352,9.35,45.75,0.451,0.001,657.43,0.446,3.032,0.245,896,4,0.0621,0.0449,96.03,1014.3,14.08,12.25,0.07,3393,0.06,2.76,1.1,0.54,2.55,0.6,2015,14.08,3.08,204,181,60.01,1,20,0.51,1.21,0.56,1.1,1.41,80.98,7.82,94.25,0.1,3.01,3.7,0.4,17.71,0.01,31,0.23,2.9
PRIN.20190220.EPIPSAMMON.1.DNA-DNA1,PRIN,2/20/19,Stream,Benthic,epipsammon,0,6,48.8866,33.37842329,-97.78139992,252,0.0449,0,4.1045,0.021,16.7183,0.7422,71.9853,6.0878,0.2961,0,0,93.299422,0,0,6.320971,0,0,0.122136,0.06313994,0,0,0,0.166215,0.02811606,162.09,6.55,890.23,12.42,102.26,7.98,2.23,53.76,0.1,5.75,0.005,99.806,92.49,0.005,77.8,2.868,1.778,0.001,345.62,2.355,17.26,0.001,65.4,0.085,0.256,0.352,9.35,45.75,0.451,0.001,657.43,0.446,3.032,0.245,896,4,0.0621,0.0449,96.03,1014.3,14.08,12.25,0.07,3393,0.06,2.76,1.1,0.54,2.55,0.6,2015,14.08,3.08,204,181,60.01,1,20,0.51,1.21,0.56,1.1,1.41,80.98,7.82,94.25,0.1,3.01,3.7,0.4,17.71,0.01,31,0.23,2.9
PRIN.20190220.EPIPSAMMON.2.DNA-DNA1,PRIN,2/20/19,Stream,Benthic,epipsammon,0,6,48.8866,33.37842329,-97.78139992,252,0.0449,0,4.1045,0.021,16.7183,0.7422,71.9853,6.0878,0.2961,0,0,93.299422,0,0,6.320971,0,0,0.122136,0.06313994,0,0,0,0.166215,0.02811606,162.09,6.55,890.23,12.42,102.26,7.98,2.23,53.76,0.1,5.75,0.005,99.806,92.49,0.005,77.8,2.868,1.778,0.001,345.62,2.355,17.26,0.001,65.4,0.085,0.256,0.352,9.35,45.75,0.451,0.001,657.43,0.446,3.032,0.245,896,4,0.0621,0.0449,96.03,1014.3,14.08,12.25,0.07,3393,0.06,2.76,1.1,0.54,2.55,0.6,2015,14.08,3.08,204,181,60.01,1,20,0.51,1.21,0.56,1.1,1.41,80.98,7.82,94.25,0.1,3.01,3.7,0.4,17.71,0.01,31,0.23,2.9
PRIN.20190220.EPIPSAMMON.3.DNA-DNA1,PRIN,2/20/19,Stream,Benthic,epipsammon,0,6,48.8866,33.37842329,-97.78139992,252,0.0449,0,4.1045,0.021,16.7183,0.7422,71.9853,6.0878,0.2961,0,0,93.299422,0,0,6.320971,0,0,0.122136,0.06313994,0,0,0,0.166215,0.02811606,162.09,6.55,890.23,12.42,102.26,7.98,2.23,53.76,0.1,5.75,0.005,99.806,92.49,0.005,77.8,2.868,1.778,0.001,345.62,2.355,17.26,0.001,65.4,0.085,0.256,0.352,9.35,45.75,0.451,0.001,657.43,0.446,3.032,0.245,896,4,0.0621,0.0449,96.03,1014.3,14.08,12.25,0.07,3393,0.06,2.76,1.1,0.54,2.55,0.6,2015,14.08,3.08,204,181,60.01,1,20,0.51,1.21,0.56,1.1,1.41,80.98,7.82,94.25,0.1,3.01,3.7,0.4,17.71,0.01,31,0.23,2.9
PRIN.20190220.EPIPSAMMON.4.DNA-DNA2,PRIN,2/20/19,Stream,Benthic,epipsammon,0,6,48.8866,33.37842329,-97.78139992,252,0.0449,0,4.1045,0.021,16.7183,0.7422,71.9853,6.0878,0.2961,0,0,93.299422,0,0,6.320971,0,0,0.122136,0.06313994,0,0,0,0.166215,0.02811606,162.09,6.55,890.23,12.42,102.26,7.98,2.23,53.76,0.1,5.75,0.005,99.806,92.49,0.005,77.8,2.868,1.778,0.001,345.62,2.355,17.26,0.001,65.4,0.085,0.256,0.352,9.35,45.75,0.451,0.001,657.43,0.446,3.032,0.245,896,4,0.0621,0.0449,96.03,1014.3,14.08,12.25,0.07,3393,0.06,2.76,1.1,0.54,2.55,0.6,2015,14.08,3.08,204,181,60.01,1,20,0.51,1.21,0.56,1.1,1.41,80.98,7.82,94.25,0.1,3.01,3.7,0.4,17.71,0.01,31,0.23,2.9
PRIN.20190220.EPIPSAMMON.5.DNA-DNA1,PRIN,2/20/19,Stream,Benthic,epipsammon,0,6,48.8866,33.37842329,-97.78139992,252,0.0449,0,4.1045,0.021,16.7183,0.7422,71.9853,6.0878,0.2961,0,0,93.299422,0,0,6.320971,0,0,0.122136,0.06313994,0,0,0,0.166215,0.02811606,162.09,6.55,890.23,12.42,102.26,7.98,2.23,53.76,0.1,5.75,0.005,99.806,92.49,0.005,77.8,2.868,1.778,0.001,345.62,2.355,17.26,0.001,65.4,0.085,0.256,0.352,9.35,45.75,0.451,0.001,657.43,0.446,3.032,0.245,896,4,0.0621,0.0449,96.03,1014.3,14.08,12.25,0.07,3393,0.06,2.76,1.1,0.54,2.55,0.6,2015,14.08,3.08,204,181,60.01,1,20,0.51,1.21,0.56,1.1,1.41,80.98,7.82,94.25,0.1,3.01,3.7,0.4,17.71,0.01,31,0.23,2.9
PRIN.20190702.EPILITHON.1.DNA-DNA1,PRIN,7/2/19,Stream,Benthic,epilithon,0,6,48.8866,33.37842329,-97.78139992,252,0.0449,0,4.1045,0.021,16.7183,0.7422,71.9853,6.0878,0.2961,0,0,93.299422,0,0,6.320971,0,0,0.122136,0.06313994,0,0,0,0.166215,0.02811606,327.94,26.9,847,7.69,97.6,7.81,1.43,14.89,0.03,5.99,0.005,74.461,84.405,0.005,73.32,2.703,3.025,0.001,281.56,3.323,17.25,0.001,62.56,0.05,0.092,0.033,19.077,37.05,0.262,0.006,557.21,0.296,2.76,0.824,617.499,12,0.0969,0.0689,96.03,1014.3,14.08,12.25,0.07,3393,0.06,2.76,1.1,0.54,2.55,0.6,2015,14.08,3.08,204,181,60.01,1,20,0.51,1.21,0.56,1.1,1.41,80.98,7.82,94.25,0.1,3.01,3.7,0.4,17.71,0.01,31,0.23,2.9
PRIN.20190702.EPILITHON.2.DNA-DNA1,PRIN,7/2/19,Stream,Benthic,epilithon,0,6,48.8866,33.37842329,-97.78139992,252,0.0449,0,4.1045,0.021,16.7183,0.7422,71.9853,6.0878,0.2961,0,0,93.299422,0,0,6.320971,0,0,0.122136,0.06313994,0,0,0,0.166215,0.02811606,327.94,26.9,847,7.69,97.6,7.81,1.43,14.89,0.03,5.99,0.005,74.461,84.405,0.005,73.32,2.703,3.025,0.001,281.56,3.323,17.25,0.001,62.56,0.05,0.092,0.033,19.077,37.05,0.262,0.006,557.21,0.296,2.76,0.824,617.499,12,0.0969,0.0689,96.03,1014.3,14.08,12.25,0.07,3393,0.06,2.76,1.1,0.54,2.55,0.6,2015,14.08,3.08,204,181,60.01,1,20,0.51,1.21,0.56,1.1,1.41,80.98,7.82,94.25,0.1,3.01,3.7,0.4,17.71,0.01,31,0.23,2.9
PRIN.20190702.EPILITHON.3.DNA-DNA1,PRIN,7/2/19,Stream,Benthic,epilithon,0,6,48.8866,33.37842329,-97.78139992,252,0.0449,0,4.1045,0.021,16.7183,0.7422,71.9853,6.0878,0.2961,0,0,93.299422,0,0,6.320971,0,0,0.122136,0.06313994,0,0,0,0.166215,0.02811606,327.94,26.9,847,7.69,97.6,7.81,1.43,14.89,0.03,5.99,0.005,74.461,84.405,0.005,73.32,2.703,3.025,0.001,281.56,3.323,17.25,0.001,62.56,0.05,0.092,0.033,19.077,37.05,0.262,0.006,557.21,0.296,2.76,0.824,617.499,12,0.0969,0.0689,96.03,1014.3,14.08,12.25,0.07,3393,0.06,2.76,1.1,0.54,2.55,0.6,2015,14.08,3.08,204,181,60.01,1,20,0.51,1.21,0.56,1.1,1.41,80.98,7.82,94.25,0.1,3.01,3.7,0.4,17.71,0.01,31,0.23,2.9
PRIN.20190702.EPIPSAMMON.1.DNA-DNA1,PRIN,7/2/19,Stream,Benthic,epipsammon,0,6,48.8866,33.37842329,-97.78139992,252,0.0449,0,4.1045,0.021,16.7183,0.7422,71.9853,6.0878,0.2961,0,0,93.299422,0,0,6.320971,0,0,0.122136,0.06313994,0,0,0,0.166215,0.02811606,327.94,26.9,847,7.69,97.6,7.81,1.43,14.89,0.03,5.99,0.005,74.461,84.405,0.005,73.32,2.703,3.025,0.001,281.56,3.323,17.25,0.001,62.56,0.05,0.092,0.033,19.077,37.05,0.262,0.006,557.21,0.296,2.76,0.824,617.499,12,0.0969,0.0689,96.03,1014.3,14.08,12.25,0.07,3393,0.06,2.76,1.1,0.54,2.55,0.6,2015,14.08,3.08,204,181,60.01,1,20,0.51,1.21,0.56,1.1,1.41,80.98,7.82,94.25,0.1,3.01,3.7,0.4,17.71,0.01,31,0.23,2.9
PRIN.20190702.EPIPSAMMON.2.DNA-DNA1,PRIN,7/2/19,Stream,Benthic,epipsammon,0,6,48.8866,33.37842329,-97.78139992,252,0.0449,0,4.1045,0.021,16.7183,0.7422,71.9853,6.0878,0.2961,0,0,93.299422,0,0,6.320971,0,0,0.122136,0.06313994,0,0,0,0.166215,0.02811606,327.94,26.9,847,7.69,97.6,7.81,1.43,14.89,0.03,5.99,0.005,74.461,84.405,0.005,73.32,2.703,3.025,0.001,281.56,3.323,17.25,0.001,62.56,0.05,0.092,0.033,19.077,37.05,0.262,0.006,557.21,0.296,2.76,0.824,617.499,12,0.0969,0.0689,96.03,1014.3,14.08,12.25,0.07,3393,0.06,2.76,1.1,0.54,2.55,0.6,2015,14.08,3.08,204,181,60.01,1,20,0.51,1.21,0.56,1.1,1.41,80.98,7.82,94.25,0.1,3.01,3.7,0.4,17.71,0.01,31,0.23,2.9
PRIN.20190702.EPIPSAMMON.3.DNA-DNA1,PRIN,7/2/19,Stream,Benthic,epipsammon,0,6,48.8866,33.37842329,-97.78139992,252,0.0449,0,4.1045,0.021,16.7183,0.7422,71.9853,6.0878,0.2961,0,0,93.299422,0,0,6.320971,0,0,0.122136,0.06313994,0,0,0,0.166215,0.02811606,327.94,26.9,847,7.69,97.6,7.81,1.43,14.89,0.03,5.99,0.005,74.461,84.405,0.005,73.32,2.703,3.025,0.001,281.56,3.323,17.25,0.001,62.56,0.05,0.092,0.033,19.077,37.05,0.262,0.006,557.21,0.296,2.76,0.824,617.499,12,0.0969,0.0689,96.03,1014.3,14.08,12.25,0.07,3393,0.06,2.76,1.1,0.54,2.55,0.6,2015,14.08,3.08,204,181,60.01,1,20,0.51,1.21,0.56,1.1,1.41,80.98,7.82,94.25,0.1,3.01,3.7,0.4,17.71,0.01,31,0.23,2.9
PRIN.20190702.EPIPSAMMON.4.DNA-DNA1,PRIN,7/2/19,Stream,Benthic,epipsammon,0,6,48.8866,33.37842329,-97.78139992,252,0.0449,0,4.1045,0.021,16.7183,0.7422,71.9853,6.0878,0.2961,0,0,93.299422,0,0,6.320971,0,0,0.122136,0.06313994,0,0,0,0.166215,0.02811606,327.94,26.9,847,7.69,97.6,7.81,1.43,14.89,0.03,5.99,0.005,74.461,84.405,0.005,73.32,2.703,3.025,0.001,281.56,3.323,17.25,0.001,62.56,0.05,0.092,0.033,19.077,37.05,0.262,0.006,557.21,0.296,2.76,0.824,617.499,12,0.0969,0.0689,96.03,1014.3,14.08,12.25,0.07,3393,0.06,2.76,1.1,0.54,2.55,0.6,2015,14.08,3.08,204,181,60.01,1,20,0.51,1.21,0.56,1.1,1.41,80.98,7.82,94.25,0.1,3.01,3.7,0.4,17.71,0.01,31,0.23,2.9
PRIN.20190702.EPIPSAMMON.5.DNA-DNA1,PRIN,7/2/19,Stream,Benthic,epipsammon,0,6,48.8866,33.37842329,-97.78139992,252,0.0449,0,4.1045,0.021,16.7183,0.7422,71.9853,6.0878,0.2961,0,0,93.299422,0,0,6.320971,0,0,0.122136,0.06313994,0,0,0,0.166215,0.02811606,327.94,26.9,847,7.69,97.6,7.81,1.43,14.89,0.03,5.99,0.005,74.461,84.405,0.005,73.32,2.703,3.025,0.001,281.56,3.323,17.25,0.001,62.56,0.05,0.092,0.033,19.077,37.05,0.262,0.006,557.21,0.296,2.76,0.824,617.499,12,0.0969,0.0689,96.03,1014.3,14.08,12.25,0.07,3393,0.06,2.76,1.1,0.54,2.55,0.6,2015,14.08,3.08,204,181,60.01,1,20,0.51,1.21,0.56,1.1,1.41,80.98,7.82,94.25,0.1,3.01,3.7,0.4,17.71,0.01,31,0.23,2.9
PRIN.20191022.EPIPSAMMON.1.DNA-DNA1,PRIN,10/22/19,Stream,Benthic,epipsammon,0,6,48.8866,33.37842329,-97.78139992,252,0.0449,0,4.1045,0.021,16.7183,0.7422,71.9853,6.0878,0.2961,0,0,93.299422,0,0,6.320971,0,0,0.122136,0.06313994,0,0,0,0.166215,0.02811606,99.54,13.19,1078.9,5.03,48.48,7.47,7.2,1.31,0,2.76,0.005,96.24,198.95,0.005,68.22,2.911,0.005,0.001,103.28,3.451,14.09,0.001,52.54,0.435,0.165,0.02,12.9,45.75,0.262,0.008,566.9,0.291,2.408,0.286,849.52,40,0.0908,0.0675,96.03,1014.3,14.08,12.25,0.07,3393,0.06,2.76,1.1,0.54,2.55,0.6,2015,14.08,3.08,204,181,60.01,1,20,0.51,1.21,0.56,1.1,1.41,80.98,7.82,94.25,0.1,3.01,3.7,0.4,17.71,0.01,31,0.23,2.9
PRIN.20191022.EPIPSAMMON.2.DNA-DNA1,PRIN,10/22/19,Stream,Benthic,epipsammon,0,6,48.8866,33.37842329,-97.78139992,252,0.0449,0,4.1045,0.021,16.7183,0.7422,71.9853,6.0878,0.2961,0,0,93.299422,0,0,6.320971,0,0,0.122136,0.06313994,0,0,0,0.166215,0.02811606,99.54,13.19,1078.9,5.03,48.48,7.47,7.2,1.31,0,2.76,0.005,96.24,198.95,0.005,68.22,2.911,0.005,0.001,103.28,3.451,14.09,0.001,52.54,0.435,0.165,0.02,12.9,45.75,0.262,0.008,566.9,0.291,2.408,0.286,849.52,40,0.0908,0.0675,96.03,1014.3,14.08,12.25,0.07,3393,0.06,2.76,1.1,0.54,2.55,0.6,2015,14.08,3.08,204,181,60.01,1,20,0.51,1.21,0.56,1.1,1.41,80.98,7.82,94.25,0.1,3.01,3.7,0.4,17.71,0.01,31,0.23,2.9
PRIN.20191022.EPIPSAMMON.3.DNA-DNA1,PRIN,10/22/19,Stream,Benthic,epipsammon,0,6,48.8866,33.37842329,-97.78139992,252,0.0449,0,4.1045,0.021,16.7183,0.7422,71.9853,6.0878,0.2961,0,0,93.299422,0,0,6.320971,0,0,0.122136,0.06313994,0,0,0,0.166215,0.02811606,99.54,13.19,1078.9,5.03,48.48,7.47,7.2,1.31,0,2.76,0.005,96.24,198.95,0.005,68.22,2.911,0.005,0.001,103.28,3.451,14.09,0.001,52.54,0.435,0.165,0.02,12.9,45.75,0.262,0.008,566.9,0.291,2.408,0.286,849.52,40,0.0908,0.0675,96.03,1014.3,14.08,12.25,0.07,3393,0.06,2.76,1.1,0.54,2.55,0.6,2015,14.08,3.08,204,181,60.01,1,20,0.51,1.21,0.56,1.1,1.41,80.98,7.82,94.25,0.1,3.01,3.7,0.4,17.71,0.01,31,0.23,2.9
PRIN.20191022.EPIPSAMMON.4.DNA-DNA2,PRIN,10/22/19,Stream,Benthic,epipsammon,0,6,48.8866,33.37842329,-97.78139992,252,0.0449,0,4.1045,0.021,16.7183,0.7422,71.9853,6.0878,0.2961,0,0,93.299422,0,0,6.320971,0,0,0.122136,0.06313994,0,0,0,0.166215,0.02811606,99.54,13.19,1078.9,5.03,48.48,7.47,7.2,1.31,0,2.76,0.005,96.24,198.95,0.005,68.22,2.911,0.005,0.001,103.28,3.451,14.09,0.001,52.54,0.435,0.165,0.02,12.9,45.75,0.262,0.008,566.9,0.291,2.408,0.286,849.52,40,0.0908,0.0675,96.03,1014.3,14.08,12.25,0.07,3393,0.06,2.76,1.1,0.54,2.55,0.6,2015,14.08,3.08,204,181,60.01,1,20,0.51,1.21,0.56,1.1,1.41,80.98,7.82,94.25,0.1,3.01,3.7,0.4,17.71,0.01,31,0.23,2.9
PRIN.20191022.EPIPSAMMON.5.DNA-DNA1,PRIN,10/22/19,Stream,Benthic,epipsammon,0,6,48.8866,33.37842329,-97.78139992,252,0.0449,0,4.1045,0.021,16.7183,0.7422,71.9853,6.0878,0.2961,0,0,93.299422,0,0,6.320971,0,0,0.122136,0.06313994,0,0,0,0.166215,0.02811606,99.54,13.19,1078.9,5.03,48.48,7.47,7.2,1.31,0,2.76,0.005,96.24,198.95,0.005,68.22,2.911,0.005,0.001,103.28,3.451,14.09,0.001,52.54,0.435,0.165,0.02,12.9,45.75,0.262,0.008,566.9,0.291,2.408,0.286,849.52,40,0.0908,0.0675,96.03,1014.3,14.08,12.25,0.07,3393,0.06,2.76,1.1,0.54,2.55,0.6,2015,14.08,3.08,204,181,60.01,1,20,0.51,1.21,0.56,1.1,1.41,80.98,7.82,94.25,0.1,3.01,3.7,0.4,17.71,0.01,31,0.23,2.9
REDB.20181005.AMC.EPILITHON.1-DNA1,REDB,10/5/18,Stream,Benthic,epilithon,0,5,16.7032,40.7836634,-111.7981391,1697,0,0,0,0,88.518,11.4662,0.0007,0,0,0.0092,0,0,0,0,5.255584,0,0,0,94.718868,0,0,0,0,0,45.81,9.39,660.71,9.04,79.16,8.22,99.1,18.91,0.1,4.88,0.005,61.886,7.34,0.005,56.31,1.347,2.88,0.001,166.54,1.328,35.3,0.001,13.93,0.024,0.03,0.05,7.393,172.71,0.05,0.001,466.47,0.119,1.287,0.004,827.858,6,0.0309,0.0224,92.94,7206.25,56.69,106.09,0.36,150287.5,0.52,11.25,2,0.73,10.88,6,7107.5,56.69,8.89,1866.25,3640,170.13,1,108.75,2.43,7.53,3.38,2,7.41,56.36,7.59,72.5,0.1,16.25,2.75,4.58,134.9,0.1,918.75,1.68,38.13
REDB.20181005.AMC.EPILITHON.2-DNA1,REDB,10/5/18,Stream,Benthic,epilithon,0,5,16.7032,40.7836634,-111.7981391,1697,0,0,0,0,88.518,11.4662,0.0007,0,0,0.0092,0,0,0,0,5.255584,0,0,0,94.718868,0,0,0,0,0,45.81,9.39,660.71,9.04,79.16,8.22,99.1,18.91,0.1,4.88,0.005,61.886,7.34,0.005,56.31,1.347,2.88,0.001,166.54,1.328,35.3,0.001,13.93,0.024,0.03,0.05,7.393,172.71,0.05,0.001,466.47,0.119,1.287,0.004,827.858,6,0.0309,0.0224,92.94,7206.25,56.69,106.09,0.36,150287.5,0.52,11.25,2,0.73,10.88,6,7107.5,56.69,8.89,1866.25,3640,170.13,1,108.75,2.43,7.53,3.38,2,7.41,56.36,7.59,72.5,0.1,16.25,2.75,4.58,134.9,0.1,918.75,1.68,38.13
REDB.20181005.AMC.EPILITHON.3-DNA1,REDB,10/5/18,Stream,Benthic,epilithon,0,5,16.7032,40.7836634,-111.7981391,1697,0,0,0,0,88.518,11.4662,0.0007,0,0,0.0092,0,0,0,0,5.255584,0,0,0,94.718868,0,0,0,0,0,45.81,9.39,660.71,9.04,79.16,8.22,99.1,18.91,0.1,4.88,0.005,61.886,7.34,0.005,56.31,1.347,2.88,0.001,166.54,1.328,35.3,0.001,13.93,0.024,0.03,0.05,7.393,172.71,0.05,0.001,466.47,0.119,1.287,0.004,827.858,6,0.0309,0.0224,92.94,7206.25,56.69,106.09,0.36,150287.5,0.52,11.25,2,0.73,10.88,6,7107.5,56.69,8.89,1866.25,3640,170.13,1,108.75,2.43,7.53,3.38,2,7.41,56.36,7.59,72.5,0.1,16.25,2.75,4.58,134.9,0.1,918.75,1.68,38.13
REDB.20181005.AMC.EPIPSAMMON.1-DNA1,REDB,10/5/18,Stream,Benthic,epipsammon,0,5,16.7032,40.7836634,-111.7981391,1697,0,0,0,0,88.518,11.4662,0.0007,0,0,0.0092,0,0,0,0,5.255584,0,0,0,94.718868,0,0,0,0,0,45.81,9.39,660.71,9.04,79.16,8.22,99.1,18.91,0.1,4.88,0.005,61.886,7.34,0.005,56.31,1.347,2.88,0.001,166.54,1.328,35.3,0.001,13.93,0.024,0.03,0.05,7.393,172.71,0.05,0.001,466.47,0.119,1.287,0.004,827.858,6,0.0309,0.0224,92.94,7206.25,56.69,106.09,0.36,150287.5,0.52,11.25,2,0.73,10.88,6,7107.5,56.69,8.89,1866.25,3640,170.13,1,108.75,2.43,7.53,3.38,2,7.41,56.36,7.59,72.5,0.1,16.25,2.75,4.58,134.9,0.1,918.75,1.68,38.13
REDB.20181005.AMC.EPIPSAMMON.2-DNA1,REDB,10/5/18,Stream,Benthic,epipsammon,0,5,16.7032,40.7836634,-111.7981391,1697,0,0,0,0,88.518,11.4662,0.0007,0,0,0.0092,0,0,0,0,5.255584,0,0,0,94.718868,0,0,0,0,0,45.81,9.39,660.71,9.04,79.16,8.22,99.1,18.91,0.1,4.88,0.005,61.886,7.34,0.005,56.31,1.347,2.88,0.001,166.54,1.328,35.3,0.001,13.93,0.024,0.03,0.05,7.393,172.71,0.05,0.001,466.47,0.119,1.287,0.004,827.858,6,0.0309,0.0224,92.94,7206.25,56.69,106.09,0.36,150287.5,0.52,11.25,2,0.73,10.88,6,7107.5,56.69,8.89,1866.25,3640,170.13,1,108.75,2.43,7.53,3.38,2,7.41,56.36,7.59,72.5,0.1,16.25,2.75,4.58,134.9,0.1,918.75,1.68,38.13
REDB.20181005.AMC.EPIPSAMMON.3-DNA1,REDB,10/5/18,Stream,Benthic,epipsammon,0,5,16.7032,40.7836634,-111.7981391,1697,0,0,0,0,88.518,11.4662,0.0007,0,0,0.0092,0,0,0,0,5.255584,0,0,0,94.718868,0,0,0,0,0,45.81,9.39,660.71,9.04,79.16,8.22,99.1,18.91,0.1,4.88,0.005,61.886,7.34,0.005,56.31,1.347,2.88,0.001,166.54,1.328,35.3,0.001,13.93,0.024,0.03,0.05,7.393,172.71,0.05,0.001,466.47,0.119,1.287,0.004,827.858,6,0.0309,0.0224,92.94,7206.25,56.69,106.09,0.36,150287.5,0.52,11.25,2,0.73,10.88,6,7107.5,56.69,8.89,1866.25,3640,170.13,1,108.75,2.43,7.53,3.38,2,7.41,56.36,7.59,72.5,0.1,16.25,2.75,4.58,134.9,0.1,918.75,1.68,38.13
REDB.20181005.AMC.EPIPSAMMON.4-DNA1,REDB,10/5/18,Stream,Benthic,epipsammon,0,5,16.7032,40.7836634,-111.7981391,1697,0,0,0,0,88.518,11.4662,0.0007,0,0,0.0092,0,0,0,0,5.255584,0,0,0,94.718868,0,0,0,0,0,45.81,9.39,660.71,9.04,79.16,8.22,99.1,18.91,0.1,4.88,0.005,61.886,7.34,0.005,56.31,1.347,2.88,0.001,166.54,1.328,35.3,0.001,13.93,0.024,0.03,0.05,7.393,172.71,0.05,0.001,466.47,0.119,1.287,0.004,827.858,6,0.0309,0.0224,92.94,7206.25,56.69,106.09,0.36,150287.5,0.52,11.25,2,0.73,10.88,6,7107.5,56.69,8.89,1866.25,3640,170.13,1,108.75,2.43,7.53,3.38,2,7.41,56.36,7.59,72.5,0.1,16.25,2.75,4.58,134.9,0.1,918.75,1.68,38.13
REDB.20181005.AMC.EPIPSAMMON.5-DNA1,REDB,10/5/18,Stream,Benthic,epipsammon,0,5,16.7032,40.7836634,-111.7981391,1697,0,0,0,0,88.518,11.4662,0.0007,0,0,0.0092,0,0,0,0,5.255584,0,0,0,94.718868,0,0,0,0,0,45.81,9.39,660.71,9.04,79.16,8.22,99.1,18.91,0.1,4.88,0.005,61.886,7.34,0.005,56.31,1.347,2.88,0.001,166.54,1.328,35.3,0.001,13.93,0.024,0.03,0.05,7.393,172.71,0.05,0.001,466.47,0.119,1.287,0.004,827.858,6,0.0309,0.0224,92.94,7206.25,56.69,106.09,0.36,150287.5,0.52,11.25,2,0.73,10.88,6,7107.5,56.69,8.89,1866.25,3640,170.13,1,108.75,2.43,7.53,3.38,2,7.41,56.36,7.59,72.5,0.1,16.25,2.75,4.58,134.9,0.1,918.75,1.68,38.13
REDB.20190402.EPIPELON.1-DNA1,REDB,4/2/19,Stream,Benthic,epipelon,0,5,16.7032,40.7836634,-111.7981391,1697,0,0,0,0,88.518,11.4662,0.0007,0,0,0.0092,0,0,0,0,5.255584,0,0,0,94.718868,0,0,0,0,0,90.52,4.39,529.7,10.61,82.03,8.36,745.09,211.9,1.1,3.87,0.005,79.659,7.979,0.005,50.19,4.271,1.541,0.001,233.61,0.625,19.29,0.001,10.07,0.01,0.014,0.04,5.263,91.8,0.252,0.02,428.11,0.238,4.22,0.092,"3,176.27",6,0.026,0.0199,92.94,7206.25,56.69,106.09,0.36,150287.5,0.52,11.25,2,0.73,10.88,6,7107.5,56.69,8.89,1866.25,3640,170.13,1,108.75,2.43,7.53,3.38,2,7.41,56.36,7.59,72.5,0.1,16.25,2.75,4.58,134.9,0.1,918.75,1.68,38.13
